               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.038557,           0.0034447,          0.00074024,             0.98214,              0.9137,             0.95908,             0.72678,            0.039182,            0.001745,          0.00044744,           0.0006022,           0.0006022,           0.0006022
                 156,            0.039043,           0.0034266,           0.0007493,             0.98259,             0.91318,             0.95903,             0.72705,            0.039171,           0.0017444,          0.00044392,          0.00057364,          0.00057364,          0.00057364
                 157,            0.038757,           0.0033726,          0.00093478,             0.98354,             0.91391,             0.95967,              0.7275,             0.03915,           0.0017439,          0.00044014,          0.00054509,          0.00054509,          0.00054509
                 158,            0.037802,           0.0033901,          0.00083108,             0.98485,             0.91386,             0.95995,             0.72788,             0.03912,           0.0017427,            0.000438,          0.00051653,          0.00051653,          0.00051653
                 159,            0.038237,            0.003455,          0.00067395,             0.98674,             0.91726,             0.96007,             0.72732,            0.039118,           0.0017426,          0.00043407,          0.00048797,          0.00048797,          0.00048797
                 160,            0.038092,           0.0033847,          0.00084264,             0.98678,             0.91748,             0.96009,             0.72601,            0.039089,           0.0017412,          0.00043195,          0.00045941,          0.00045941,          0.00045941
                 161,            0.037042,           0.0033653,          0.00084672,              0.9867,             0.91757,             0.96024,             0.72656,            0.039068,           0.0017404,          0.00042887,          0.00043086,          0.00043086,          0.00043086
                 162,            0.036289,           0.0033342,           0.0007559,             0.98656,             0.91794,             0.96026,              0.7286,            0.039071,           0.0017415,          0.00042492,           0.0004023,           0.0004023,           0.0004023
                 163,            0.036534,           0.0033564,          0.00069792,             0.98633,             0.91826,             0.96005,             0.72931,             0.03908,           0.0017425,          0.00042052,          0.00037374,          0.00037374,          0.00037374
                 164,            0.037694,           0.0033637,          0.00073738,             0.98612,              0.9185,             0.96001,             0.73041,            0.039074,           0.0017426,          0.00041722,          0.00034519,          0.00034519,          0.00034519
                 165,             0.03689,           0.0032629,          0.00059421,             0.98609,              0.9187,             0.96057,             0.73353,            0.039087,           0.0017433,          0.00041381,          0.00031663,          0.00031663,          0.00031663
                 166,            0.036234,           0.0032143,          0.00049237,             0.98601,             0.91901,             0.96053,             0.73374,            0.039084,            0.001744,          0.00040937,          0.00028807,          0.00028807,          0.00028807
                 167,             0.03665,           0.0033911,          0.00058959,              0.9861,             0.91895,             0.96072,             0.73135,            0.039055,           0.0017415,          0.00040629,          0.00025951,          0.00025951,          0.00025951
                 168,             0.03648,           0.0032854,          0.00064417,             0.98568,               0.919,             0.96078,             0.73134,            0.039043,           0.0017406,          0.00040243,          0.00023096,          0.00023096,          0.00023096
                 169,            0.035306,           0.0031998,          0.00063916,             0.98559,             0.91891,              0.9608,             0.73133,            0.039029,           0.0017382,          0.00039908,           0.0002024,           0.0002024,           0.0002024
                 170,            0.036059,           0.0033075,          0.00047715,             0.98557,             0.91877,             0.96113,              0.7315,            0.038983,           0.0017344,          0.00039595,          0.00017384,          0.00017384,          0.00017384
                 171,            0.035984,           0.0032589,          0.00053624,             0.98591,             0.91928,             0.96165,             0.73141,            0.038964,           0.0017327,          0.00039049,          0.00014529,          0.00014529,          0.00014529
                 172,            0.036015,           0.0031621,          0.00065957,             0.98598,             0.91922,             0.96142,             0.73037,            0.038934,           0.0017309,          0.00038621,          0.00011673,          0.00011673,          0.00011673
                 173,             0.03505,           0.0032137,          0.00070977,             0.98598,             0.91908,             0.96184,             0.73122,            0.038929,           0.0017307,          0.00038223,          8.8171e-05,          8.8171e-05,          8.8171e-05
                 174,            0.034635,           0.0031817,           0.0005893,             0.98608,             0.91903,              0.9614,             0.73109,            0.038901,           0.0017285,          0.00037846,          5.9614e-05,          5.9614e-05,          5.9614e-05
