               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.086764,           0.0072471,           0.0092872,             0.82518,             0.35574,             0.47064,             0.27738,            0.077804,           0.0036414,           0.0086472,           0.0047144,           0.0047144,           0.0047144
                  12,            0.084382,           0.0072633,           0.0091419,             0.80104,             0.39884,              0.4953,             0.30794,            0.075867,           0.0035882,           0.0065312,           0.0046859,           0.0046859,           0.0046859
                  13,            0.083096,            0.007368,           0.0084052,             0.78787,             0.44313,             0.56248,             0.34025,            0.063117,           0.0034271,           0.0027034,           0.0046573,           0.0046573,           0.0046573
                  14,            0.082847,           0.0069997,           0.0078205,             0.83442,             0.39318,             0.50553,             0.31859,             0.06867,           0.0035054,           0.0044004,           0.0046288,           0.0046288,           0.0046288
                  15,            0.082358,           0.0069638,           0.0073804,             0.73315,             0.47359,             0.56792,             0.35658,            0.066977,           0.0032595,           0.0030208,           0.0046002,           0.0046002,           0.0046002
                  16,            0.081223,           0.0068879,           0.0074103,             0.85593,             0.42774,             0.58927,             0.35467,             0.06284,           0.0033315,           0.0036917,           0.0045716,           0.0045716,           0.0045716
                  17,            0.080787,           0.0067972,           0.0062249,             0.80133,             0.45829,             0.53566,             0.34649,            0.064619,           0.0033168,           0.0027899,           0.0045431,           0.0045431,           0.0045431
                  18,            0.077918,           0.0065974,           0.0062496,             0.85831,             0.46095,             0.58968,             0.36866,             0.06554,           0.0032735,           0.0038228,           0.0045145,           0.0045145,           0.0045145
                  19,            0.078278,           0.0066595,           0.0061996,             0.81803,             0.40412,              0.5797,             0.35562,            0.064025,           0.0033905,            0.004067,            0.004486,            0.004486,            0.004486
                  20,            0.078011,           0.0064836,           0.0058348,              0.7844,             0.59295,             0.68839,             0.42346,            0.058653,           0.0030786,           0.0026562,           0.0044574,           0.0044574,           0.0044574
                  21,            0.077131,           0.0067168,           0.0065062,             0.61241,              0.5529,             0.66735,             0.43477,             0.05689,           0.0030578,           0.0024702,           0.0044289,           0.0044289,           0.0044289
                  22,            0.074807,           0.0065413,           0.0054161,             0.59039,             0.59616,             0.62235,             0.38095,            0.058204,           0.0030337,           0.0026963,           0.0044003,           0.0044003,           0.0044003
                  23,            0.075065,           0.0064542,           0.0055896,             0.82386,             0.58911,             0.74165,             0.44164,            0.058238,           0.0029339,           0.0021427,           0.0043717,           0.0043717,           0.0043717
                  24,            0.073588,           0.0064029,           0.0055515,             0.61728,              0.6325,             0.64859,             0.39007,              0.0618,           0.0029019,            0.002162,           0.0043432,           0.0043432,           0.0043432
                  25,            0.073851,           0.0063775,           0.0054273,             0.65368,              0.5698,             0.61683,              0.3992,             0.05805,           0.0030181,           0.0030322,           0.0043146,           0.0043146,           0.0043146
                  26,            0.074652,           0.0062575,           0.0049025,             0.76214,               0.534,             0.70976,             0.42949,            0.059481,           0.0032007,           0.0031159,           0.0042861,           0.0042861,           0.0042861
                  27,             0.07342,            0.006329,           0.0048713,             0.64164,             0.64021,             0.70326,             0.44535,            0.058244,           0.0027784,           0.0026457,           0.0042575,           0.0042575,           0.0042575
                  28,            0.071876,           0.0061002,            0.004708,             0.76162,             0.63323,             0.69355,             0.44098,            0.055919,           0.0027714,           0.0017945,            0.004229,            0.004229,            0.004229
                  29,            0.071946,           0.0060276,           0.0046729,             0.82991,             0.63856,             0.77477,             0.46263,            0.054011,           0.0027594,           0.0029264,           0.0042004,           0.0042004,           0.0042004
                  30,            0.070706,           0.0060086,           0.0043843,             0.58646,             0.75536,             0.71209,             0.45097,            0.054092,           0.0027339,           0.0022133,           0.0041718,           0.0041718,           0.0041718
                  31,            0.069619,           0.0060657,           0.0046533,             0.64481,             0.62856,             0.73012,             0.47331,             0.05467,           0.0027044,           0.0022375,           0.0041433,           0.0041433,           0.0041433
                  32,            0.069117,           0.0060083,           0.0040072,             0.68944,             0.73259,             0.72122,             0.45776,            0.054635,           0.0027341,           0.0020776,           0.0041147,           0.0041147,           0.0041147
                  33,            0.068616,           0.0059846,           0.0042541,             0.76816,             0.79432,             0.79886,              0.4969,            0.049957,           0.0026141,            0.001837,           0.0040862,           0.0040862,           0.0040862
                  34,            0.068096,           0.0060631,           0.0038915,             0.86446,             0.58632,             0.78697,             0.48694,            0.052771,           0.0026347,           0.0014976,           0.0040576,           0.0040576,           0.0040576
                  35,            0.068421,           0.0060265,           0.0043856,             0.71805,             0.74207,             0.77086,             0.47796,            0.050325,           0.0026219,           0.0015396,           0.0040291,           0.0040291,           0.0040291
                  36,            0.068468,           0.0057767,           0.0041501,             0.74874,             0.68245,             0.76549,             0.48256,            0.051536,           0.0025308,           0.0023949,           0.0040005,           0.0040005,           0.0040005
                  37,            0.067762,           0.0059259,           0.0042702,             0.74157,             0.72276,             0.77523,             0.49595,            0.050849,           0.0025543,           0.0011627,           0.0039719,           0.0039719,           0.0039719
                  38,            0.067017,           0.0058759,           0.0038379,             0.69781,             0.70142,             0.72952,             0.48362,            0.051283,           0.0025013,           0.0018627,           0.0039434,           0.0039434,           0.0039434
                  39,            0.066882,            0.005706,            0.003555,             0.77312,             0.77146,             0.83498,             0.53139,            0.051431,           0.0023951,           0.0020149,           0.0039148,           0.0039148,           0.0039148
                  40,            0.067044,           0.0058491,            0.004084,             0.73281,             0.69504,             0.79553,             0.50335,            0.049357,           0.0024823,           0.0014274,           0.0038863,           0.0038863,           0.0038863
                  41,            0.066674,           0.0056906,           0.0035862,             0.70913,             0.75135,             0.75621,              0.5158,            0.050396,           0.0024132,           0.0021608,           0.0038577,           0.0038577,           0.0038577
                  42,            0.065687,           0.0055225,           0.0031565,             0.76596,             0.82017,              0.7928,             0.52964,            0.049122,           0.0023897,           0.0015817,           0.0038292,           0.0038292,           0.0038292
                  43,            0.065386,           0.0055413,           0.0037084,             0.88302,             0.75051,              0.8448,             0.56494,            0.048948,           0.0023406,           0.0010141,           0.0038006,           0.0038006,           0.0038006
                  44,            0.065157,           0.0055777,           0.0038009,              0.8583,             0.74387,             0.84763,             0.55355,            0.049296,           0.0023187,           0.0011364,            0.003772,            0.003772,            0.003772
                  45,             0.06398,           0.0055832,           0.0029227,             0.83363,             0.81382,             0.85638,             0.56119,            0.047845,           0.0023511,           0.0010073,           0.0037435,           0.0037435,           0.0037435
                  46,            0.064935,           0.0054007,           0.0037068,             0.85662,             0.75469,             0.84781,             0.54166,            0.048032,           0.0023482,           0.0011945,           0.0037149,           0.0037149,           0.0037149
                  47,            0.064547,           0.0055934,           0.0035415,             0.82613,             0.75401,             0.81203,             0.53437,            0.048838,           0.0023645,           0.0011762,           0.0036864,           0.0036864,           0.0036864
                  48,            0.063615,           0.0055571,           0.0035901,             0.82006,             0.80612,             0.85556,             0.57558,            0.047953,           0.0022396,           0.0010459,           0.0036578,           0.0036578,           0.0036578
                  49,             0.06331,           0.0055049,           0.0030537,             0.88098,              0.8126,             0.85761,             0.56408,            0.046753,           0.0022372,           0.0009817,           0.0036293,           0.0036293,           0.0036293
                  50,            0.063554,           0.0054102,           0.0031717,             0.85756,             0.76806,             0.82638,              0.5678,            0.047223,           0.0022454,           0.0011288,           0.0036007,           0.0036007,           0.0036007
                  51,            0.063887,           0.0054107,           0.0035095,             0.83341,             0.82315,             0.87151,             0.57439,            0.047652,           0.0022365,           0.0024359,           0.0035721,           0.0035721,           0.0035721
                  52,            0.062279,           0.0051976,           0.0032427,             0.81319,             0.77103,             0.85092,              0.6011,            0.046141,           0.0022313,           0.0022419,           0.0035436,           0.0035436,           0.0035436
                  53,            0.062208,           0.0053121,            0.002962,             0.84546,             0.75472,             0.84693,             0.58201,            0.045766,           0.0022344,           0.0022593,            0.003515,            0.003515,            0.003515
                  54,             0.06214,           0.0053293,           0.0027933,             0.87737,             0.83254,             0.88388,             0.61811,            0.045127,           0.0022144,           0.0012661,           0.0034865,           0.0034865,           0.0034865
                  55,            0.061603,           0.0053107,           0.0028301,             0.91114,             0.79575,             0.88377,             0.61225,            0.044256,            0.002193,            0.001396,           0.0034579,           0.0034579,           0.0034579
                  56,            0.061047,           0.0052112,           0.0027161,             0.96416,             0.78374,             0.89942,             0.61994,            0.046059,           0.0021649,            0.001355,           0.0034294,           0.0034294,           0.0034294
                  57,            0.061352,           0.0052155,           0.0027092,             0.94308,             0.79653,             0.89323,             0.62049,            0.046294,           0.0021739,            0.001501,           0.0034008,           0.0034008,           0.0034008
                  58,            0.061444,           0.0052006,           0.0027981,             0.94648,             0.82481,             0.91447,             0.60098,            0.045281,           0.0021408,           0.0010306,           0.0033722,           0.0033722,           0.0033722
                  59,            0.060285,           0.0051589,           0.0026441,             0.94775,             0.81318,             0.91032,             0.61096,            0.044505,            0.002107,          0.00091571,           0.0033437,           0.0033437,           0.0033437
                  60,            0.059514,           0.0051612,           0.0028895,             0.88575,             0.86303,             0.90677,             0.59191,            0.044478,           0.0021429,           0.0009851,           0.0033151,           0.0033151,           0.0033151
                  61,             0.05974,           0.0051246,           0.0026834,             0.91761,             0.85898,             0.91453,             0.60683,            0.043987,           0.0021126,           0.0014944,           0.0032866,           0.0032866,           0.0032866
                  62,            0.058908,           0.0049592,           0.0026797,             0.92978,             0.81197,             0.90201,             0.61032,            0.044215,            0.002128,           0.0014353,            0.003258,            0.003258,            0.003258
                  63,            0.058416,           0.0050523,           0.0026163,             0.96817,             0.81221,             0.91082,             0.62887,            0.044425,             0.00208,           0.0017103,           0.0032295,           0.0032295,           0.0032295
                  64,            0.059141,           0.0050292,            0.002627,             0.94123,             0.80566,             0.90617,             0.63675,            0.044341,           0.0020679,            0.001802,           0.0032009,           0.0032009,           0.0032009
                  65,            0.059349,           0.0049277,           0.0023419,             0.96703,             0.81164,             0.91192,             0.63321,            0.044321,           0.0020835,           0.0017946,           0.0031723,           0.0031723,           0.0031723
                  66,            0.058102,           0.0050299,           0.0025071,             0.93966,             0.80652,             0.90545,             0.61276,            0.044497,           0.0020542,           0.0014595,           0.0031438,           0.0031438,           0.0031438
                  67,            0.057429,           0.0050678,           0.0024597,              0.9101,             0.87327,             0.92861,             0.64121,            0.043962,           0.0020502,          0.00092264,           0.0031152,           0.0031152,           0.0031152
                  68,            0.058412,           0.0048857,           0.0024497,             0.92229,             0.86372,             0.92568,             0.62812,            0.044311,           0.0020436,           0.0010187,           0.0030867,           0.0030867,           0.0030867
                  69,            0.057358,           0.0048743,           0.0026433,             0.95539,             0.81373,             0.93057,             0.65112,            0.044339,           0.0020224,           0.0010564,           0.0030581,           0.0030581,           0.0030581
                  70,            0.057785,           0.0049377,            0.002654,             0.95134,              0.8427,             0.93081,             0.64479,            0.044468,           0.0020168,           0.0013602,           0.0030296,           0.0030296,           0.0030296
                  71,             0.05704,           0.0048678,            0.002568,             0.90328,              0.8949,             0.93215,              0.6487,             0.04441,           0.0020082,           0.0013469,            0.003001,            0.003001,            0.003001
                  72,            0.056932,           0.0048581,           0.0020522,             0.98321,             0.82736,             0.93174,             0.64258,            0.043667,           0.0020147,           0.0010697,           0.0029724,           0.0029724,           0.0029724
                  73,            0.056866,           0.0048055,           0.0022114,             0.92271,             0.88964,             0.93142,             0.64437,            0.043146,           0.0019857,          0.00095898,           0.0029439,           0.0029439,           0.0029439
                  74,            0.056226,           0.0048497,           0.0022465,             0.92805,             0.88416,             0.93435,             0.65456,            0.042796,           0.0019687,           0.0008188,           0.0029153,           0.0029153,           0.0029153
                  75,            0.056668,           0.0048685,           0.0021356,             0.95507,              0.8756,              0.9351,             0.65863,            0.042758,           0.0019715,          0.00091589,           0.0028868,           0.0028868,           0.0028868
                  76,            0.055955,           0.0047169,            0.002393,             0.94566,             0.88941,             0.93594,             0.65491,            0.042355,           0.0019587,           0.0010323,           0.0028582,           0.0028582,           0.0028582
                  77,            0.055875,           0.0046759,           0.0020205,             0.95326,             0.87378,              0.9382,             0.65186,            0.042743,           0.0019443,           0.0012064,           0.0028297,           0.0028297,           0.0028297
                  78,            0.055837,           0.0048341,           0.0023054,             0.93571,             0.89597,             0.93535,             0.65483,            0.042441,           0.0019419,           0.0011626,           0.0028011,           0.0028011,           0.0028011
                  79,            0.055581,           0.0048725,           0.0021112,               0.932,              0.8931,             0.93552,             0.67005,            0.042263,           0.0019335,           0.0012029,           0.0027725,           0.0027725,           0.0027725
                  80,            0.055288,           0.0047559,            0.002193,             0.92111,             0.90257,             0.93694,             0.67242,            0.042267,           0.0019253,             0.00125,            0.002744,            0.002744,            0.002744
                  81,            0.055485,            0.004694,           0.0023646,             0.95304,             0.87865,             0.93906,             0.67483,            0.042118,           0.0019142,            0.001114,           0.0027154,           0.0027154,           0.0027154
                  82,            0.054502,           0.0046763,            0.002268,             0.96487,             0.87231,             0.94149,             0.66946,            0.042086,           0.0019103,           0.0011084,           0.0026869,           0.0026869,           0.0026869
                  83,            0.053597,           0.0046038,           0.0019574,             0.93991,              0.8943,             0.94303,              0.6749,            0.042073,           0.0019042,           0.0010167,           0.0026583,           0.0026583,           0.0026583
                  84,            0.054077,           0.0046246,           0.0019481,             0.95973,             0.89158,              0.9422,             0.67234,            0.042125,           0.0019011,           0.0012561,           0.0026298,           0.0026298,           0.0026298
                  85,             0.05393,           0.0046802,           0.0021114,             0.95805,             0.89498,             0.94352,             0.67762,            0.041919,           0.0019001,           0.0012242,           0.0026012,           0.0026012,           0.0026012
                  86,            0.053742,           0.0046208,           0.0017879,             0.94913,             0.90594,             0.94639,             0.68304,            0.042031,           0.0018959,           0.0010453,           0.0025726,           0.0025726,           0.0025726
                  87,            0.052909,           0.0044037,           0.0019115,             0.95181,             0.91089,             0.94672,             0.68238,            0.041853,           0.0018905,           0.0010527,           0.0025441,           0.0025441,           0.0025441
                  88,            0.053155,           0.0046003,           0.0020289,             0.95349,             0.91015,              0.9469,             0.68572,            0.041782,            0.001884,          0.00099842,           0.0025155,           0.0025155,           0.0025155
                  89,            0.051885,           0.0043965,           0.0018919,             0.94973,             0.90982,              0.9482,             0.68667,            0.041728,            0.001876,          0.00090794,            0.002487,            0.002487,            0.002487
                  90,            0.052585,           0.0045242,           0.0018747,             0.94583,             0.90515,              0.9452,             0.68977,            0.041655,           0.0018664,          0.00086383,           0.0024584,           0.0024584,           0.0024584
                  91,            0.052094,           0.0044306,           0.0017399,             0.94381,             0.90162,             0.94748,              0.6879,             0.04141,           0.0018512,          0.00084436,           0.0024299,           0.0024299,           0.0024299
                  92,            0.052562,           0.0044378,           0.0017753,             0.94427,              0.9118,             0.94743,             0.68724,            0.041192,           0.0018439,          0.00078477,           0.0024013,           0.0024013,           0.0024013
                  93,            0.051158,           0.0044146,           0.0015575,             0.94323,             0.90882,             0.94603,             0.68862,            0.041212,           0.0018497,          0.00074171,           0.0023727,           0.0023727,           0.0023727
                  94,             0.05106,           0.0042603,           0.0019277,             0.94472,             0.91275,             0.94638,             0.69133,             0.04126,           0.0018423,          0.00071499,           0.0023442,           0.0023442,           0.0023442
                  95,            0.051342,           0.0044089,           0.0017408,             0.94922,             0.90771,             0.94689,             0.69265,            0.041248,           0.0018361,          0.00071406,           0.0023156,           0.0023156,           0.0023156
                  96,            0.051543,           0.0044708,           0.0018825,             0.95069,             0.90624,             0.94804,             0.69863,            0.041366,            0.001831,          0.00070353,           0.0022871,           0.0022871,           0.0022871
                  97,            0.052018,           0.0044793,           0.0017914,             0.94974,             0.90703,             0.94895,             0.69296,            0.041368,           0.0018211,           0.0006784,           0.0022585,           0.0022585,           0.0022585
                  98,            0.051116,           0.0044085,           0.0017412,             0.95428,             0.88889,             0.94795,             0.69698,             0.04133,           0.0018192,          0.00065117,             0.00223,             0.00223,             0.00223
                  99,            0.051396,           0.0042466,           0.0016095,             0.95399,             0.88951,             0.94805,             0.69762,             0.04122,           0.0018199,          0.00063498,           0.0022014,           0.0022014,           0.0022014
                 100,            0.049493,            0.004332,           0.0015251,             0.96425,              0.8866,             0.94972,             0.69979,            0.041115,           0.0018152,          0.00061422,           0.0021728,           0.0021728,           0.0021728
                 101,            0.050882,           0.0042547,           0.0016979,             0.96858,              0.8865,             0.95034,             0.69837,            0.040964,           0.0018126,          0.00059043,           0.0021443,           0.0021443,           0.0021443
                 102,             0.04999,           0.0043458,           0.0018936,             0.95711,             0.90228,             0.95129,             0.70054,            0.040861,           0.0018087,          0.00057685,           0.0021157,           0.0021157,           0.0021157
                 103,            0.049475,           0.0043516,           0.0014884,             0.96384,             0.90044,              0.9514,             0.69844,            0.040832,           0.0018072,          0.00057085,           0.0020872,           0.0020872,           0.0020872
                 104,            0.048925,           0.0042395,           0.0015285,             0.96211,             0.90055,             0.95143,             0.69988,            0.040791,           0.0018052,           0.0005651,           0.0020586,           0.0020586,           0.0020586
                 105,            0.049703,           0.0042045,           0.0016001,             0.96706,             0.89465,             0.95229,             0.70037,            0.040767,           0.0017996,          0.00055899,           0.0020301,           0.0020301,           0.0020301
                 106,            0.049215,           0.0041418,             0.00166,             0.96727,             0.89352,               0.952,             0.70111,            0.040696,           0.0017993,          0.00055224,           0.0020015,           0.0020015,           0.0020015
                 107,            0.049399,            0.004292,           0.0014614,             0.96497,             0.89114,             0.95206,             0.70429,            0.040567,           0.0017999,          0.00054482,           0.0019729,           0.0019729,           0.0019729
                 108,            0.048286,           0.0041896,           0.0016435,             0.96315,             0.89365,             0.95229,             0.70417,            0.040491,           0.0017983,          0.00053785,           0.0019444,           0.0019444,           0.0019444
                 109,            0.048175,           0.0041315,           0.0015277,              0.9611,             0.89421,             0.95181,              0.7036,             0.04041,           0.0017957,           0.0005315,           0.0019158,           0.0019158,           0.0019158
                 110,            0.048571,           0.0041587,           0.0017523,             0.96198,              0.9005,             0.95111,             0.70078,            0.040333,           0.0017922,          0.00052931,           0.0018873,           0.0018873,           0.0018873
                 111,            0.048319,           0.0040891,           0.0014197,             0.96044,             0.90985,             0.95127,             0.70218,            0.040242,            0.001789,          0.00052751,           0.0018587,           0.0018587,           0.0018587
                 112,            0.047858,           0.0040724,           0.0015878,             0.95779,             0.91169,             0.95105,             0.70748,             0.04021,           0.0017857,          0.00052324,           0.0018302,           0.0018302,           0.0018302
                 113,            0.047899,           0.0041112,            0.001319,             0.97951,             0.89817,             0.95188,               0.705,            0.040179,           0.0017848,          0.00051886,           0.0018016,           0.0018016,           0.0018016
                 114,            0.047444,           0.0040661,           0.0012916,             0.97898,              0.9012,             0.95212,             0.70798,            0.040192,           0.0017832,          0.00051859,            0.001773,            0.001773,            0.001773
                 115,            0.047017,            0.004013,           0.0012045,             0.97597,             0.90523,             0.95256,             0.70816,            0.040194,           0.0017821,          0.00051793,           0.0017445,           0.0017445,           0.0017445
                 116,            0.047156,           0.0041395,           0.0015458,             0.97662,             0.90845,             0.95218,             0.70982,            0.040167,           0.0017809,          0.00051793,           0.0017159,           0.0017159,           0.0017159
                 117,            0.047307,           0.0041236,           0.0012404,              0.9758,             0.91029,             0.95248,             0.70932,            0.040146,           0.0017805,          0.00051704,           0.0016874,           0.0016874,           0.0016874
                 118,            0.047141,           0.0039782,           0.0012731,             0.97414,             0.91103,             0.95257,             0.70863,            0.040122,           0.0017799,          0.00051804,           0.0016588,           0.0016588,           0.0016588
                 119,            0.046019,            0.003951,           0.0014629,             0.97415,             0.91061,             0.95301,             0.70894,            0.040117,           0.0017788,          0.00051681,           0.0016303,           0.0016303,           0.0016303
                 120,            0.046666,           0.0039438,            0.001234,              0.9736,              0.9108,             0.95331,             0.70768,            0.040129,           0.0017797,          0.00051643,           0.0016017,           0.0016017,           0.0016017
                 121,            0.046321,           0.0039396,           0.0010791,             0.97425,             0.91171,             0.95366,             0.70874,            0.040098,           0.0017799,          0.00051634,           0.0015731,           0.0015731,           0.0015731
                 122,             0.04549,            0.003948,           0.0013208,             0.97491,             0.91104,             0.95332,             0.70711,            0.040056,           0.0017799,          0.00051527,           0.0015446,           0.0015446,           0.0015446
                 123,            0.046408,           0.0038855,           0.0012306,             0.97549,             0.91143,             0.95341,             0.70729,             0.04001,           0.0017796,          0.00051529,            0.001516,            0.001516,            0.001516
                 124,            0.044768,           0.0039023,           0.0012143,             0.97504,             0.90958,             0.95285,             0.70689,            0.039944,            0.001779,          0.00051397,           0.0014875,           0.0014875,           0.0014875
                 125,            0.044758,           0.0039275,           0.0011061,             0.97804,             0.90855,             0.95315,             0.70859,            0.039924,           0.0017775,           0.0005105,           0.0014589,           0.0014589,           0.0014589
                 126,             0.04431,           0.0039248,           0.0010345,             0.97528,             0.91142,              0.9531,             0.70972,            0.039895,           0.0017764,          0.00050726,           0.0014304,           0.0014304,           0.0014304
                 127,            0.045042,           0.0038784,           0.0009789,             0.97507,             0.91151,             0.95297,             0.71261,            0.039861,           0.0017757,          0.00050328,           0.0014018,           0.0014018,           0.0014018
                 128,            0.044955,           0.0038547,            0.001126,             0.97453,             0.91152,             0.95315,             0.71281,            0.039827,            0.001775,          0.00049945,           0.0013732,           0.0013732,           0.0013732
                 129,            0.044324,           0.0037478,           0.0012301,              0.9754,              0.9114,              0.9533,              0.7113,            0.039781,           0.0017736,          0.00049681,           0.0013447,           0.0013447,           0.0013447
                 130,            0.043229,            0.003717,           0.0011536,             0.97534,             0.91192,             0.95341,             0.71199,            0.039748,           0.0017732,           0.0004947,           0.0013161,           0.0013161,           0.0013161
                 131,            0.043783,           0.0038084,           0.0012042,             0.97541,             0.91216,             0.95335,             0.71354,            0.039699,           0.0017716,          0.00049112,           0.0012876,           0.0012876,           0.0012876
                 132,            0.043499,            0.003661,          0.00082347,             0.97552,             0.91208,             0.95389,             0.71412,            0.039697,           0.0017708,           0.0004887,            0.001259,            0.001259,            0.001259
                 133,            0.044031,           0.0037765,            0.001074,               0.976,             0.91226,             0.95366,             0.71542,            0.039683,           0.0017692,          0.00048555,           0.0012305,           0.0012305,           0.0012305
                 134,            0.043253,           0.0037394,           0.0010435,             0.97666,             0.91187,             0.95402,             0.71591,            0.039673,           0.0017669,           0.0004835,           0.0012019,           0.0012019,           0.0012019
                 135,            0.042064,           0.0036586,           0.0008546,             0.97395,             0.91463,             0.95425,             0.71559,             0.03967,           0.0017657,          0.00048244,           0.0011733,           0.0011733,           0.0011733
                 136,            0.042669,           0.0036702,           0.0010541,             0.97544,             0.91459,             0.95456,              0.7146,            0.039656,           0.0017639,          0.00048088,           0.0011448,           0.0011448,           0.0011448
                 137,            0.042626,           0.0037157,          0.00090243,             0.97702,               0.916,             0.95479,             0.71637,            0.039629,           0.0017628,          0.00048031,           0.0011162,           0.0011162,           0.0011162
                 138,            0.041991,           0.0036781,          0.00089913,             0.97661,             0.91632,             0.95493,             0.71844,            0.039618,            0.001761,          0.00047913,           0.0010877,           0.0010877,           0.0010877
                 139,            0.042194,           0.0036576,           0.0011184,             0.97663,             0.91647,             0.95511,             0.71835,            0.039601,           0.0017607,          0.00047775,           0.0010591,           0.0010591,           0.0010591
                 140,            0.042077,           0.0036908,          0.00093251,             0.97675,             0.91648,             0.95555,               0.721,             0.03958,           0.0017593,          0.00047633,           0.0010306,           0.0010306,           0.0010306
                 141,             0.04121,             0.00356,          0.00086756,             0.97701,             0.91648,              0.9554,             0.72098,            0.039564,            0.001759,          0.00047474,            0.001002,            0.001002,            0.001002
                 142,            0.040729,            0.003552,          0.00082862,             0.97755,             0.91648,             0.95597,             0.72201,             0.03952,           0.0017572,          0.00047254,          0.00097344,          0.00097344,          0.00097344
                 143,            0.041359,           0.0036227,           0.0010664,             0.97765,             0.91655,             0.95631,              0.7217,            0.039476,           0.0017551,          0.00047062,          0.00094489,          0.00094489,          0.00094489
                 144,            0.041313,           0.0035058,          0.00083734,             0.97807,             0.91653,             0.95668,              0.7224,            0.039443,           0.0017535,          0.00046827,          0.00091633,          0.00091633,          0.00091633
                 145,            0.040815,           0.0035377,          0.00080113,             0.97663,             0.91732,             0.95686,             0.72206,            0.039428,           0.0017532,          0.00046638,          0.00088777,          0.00088777,          0.00088777
                 146,            0.041057,           0.0035301,          0.00087678,             0.97702,             0.91727,             0.95706,             0.72375,            0.039397,           0.0017517,           0.0004657,          0.00085921,          0.00085921,          0.00085921
                 147,            0.040335,           0.0035639,          0.00082832,             0.97955,             0.91585,             0.95761,             0.72497,            0.039365,           0.0017492,          0.00046392,          0.00083066,          0.00083066,          0.00083066
                 148,            0.041068,           0.0036688,          0.00096466,             0.97976,              0.9155,             0.95756,             0.72538,            0.039331,           0.0017476,          0.00046285,           0.0008021,           0.0008021,           0.0008021
                 149,            0.040257,           0.0035827,          0.00085097,             0.97887,             0.91657,             0.95795,             0.72711,             0.03932,           0.0017474,          0.00046154,          0.00077354,          0.00077354,          0.00077354
                 150,            0.040174,           0.0036037,          0.00087092,             0.98017,             0.91476,             0.95845,             0.72791,            0.039298,           0.0017475,          0.00045933,          0.00074499,          0.00074499,          0.00074499
                 151,            0.038745,           0.0034923,          0.00089216,             0.98038,              0.9147,              0.9586,             0.72805,            0.039278,           0.0017465,          0.00045769,          0.00071643,          0.00071643,          0.00071643
                 152,            0.039345,           0.0035135,          0.00077939,             0.98039,             0.91418,             0.95896,             0.72827,            0.039269,           0.0017467,           0.0004553,          0.00068787,          0.00068787,          0.00068787
                 153,            0.039223,           0.0034357,          0.00085109,              0.9808,             0.91402,             0.95906,             0.72724,            0.039245,           0.0017461,          0.00045312,          0.00065931,          0.00065931,          0.00065931
                 154,            0.038317,           0.0034047,          0.00065373,             0.98151,               0.914,             0.95906,             0.72687,            0.039212,           0.0017453,          0.00045071,          0.00063076,          0.00063076,          0.00063076
