               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  43,             0.03736,           0.0031437,                   0,             0.96469,             0.62245,             0.75258,             0.40617,            0.024239,           0.0016038,                   0,            0.007624,            0.007624,            0.007624
                  44,            0.036888,           0.0029992,                   0,             0.85457,             0.71955,             0.80411,             0.44914,            0.024192,           0.0014602,                   0,           0.0075674,           0.0075674,           0.0075674
                  45,            0.036206,           0.0030164,                   0,             0.93485,             0.79592,             0.88085,             0.47344,            0.025661,           0.0013335,                   0,           0.0075109,           0.0075109,           0.0075109
                  46,            0.035474,           0.0030672,                   0,             0.91147,             0.73539,             0.86306,             0.50012,            0.023928,           0.0013802,                   0,           0.0074543,           0.0074543,           0.0074543
                  47,            0.037048,           0.0031738,                   0,             0.88331,             0.77551,             0.84279,              0.4815,            0.023567,           0.0014134,                   0,           0.0073977,           0.0073977,           0.0073977
                  48,             0.03745,           0.0030163,                   0,             0.87872,             0.73932,              0.8312,             0.45997,             0.02293,           0.0014613,                   0,           0.0073411,           0.0073411,           0.0073411
                  49,            0.035433,            0.002919,                   0,              0.8887,             0.73334,             0.83085,             0.49577,            0.023675,           0.0013912,                   0,           0.0072846,           0.0072846,           0.0072846
                  50,            0.035988,           0.0029084,                   0,             0.92603,             0.76652,             0.85733,             0.50196,            0.022797,           0.0014023,                   0,            0.007228,            0.007228,            0.007228
                  51,            0.035694,           0.0030716,                   0,             0.90789,             0.80612,             0.87483,             0.49952,            0.022872,           0.0013318,                   0,           0.0071714,           0.0071714,           0.0071714
                  52,            0.035049,           0.0030055,                   0,             0.92353,             0.73945,             0.86149,             0.49233,            0.023993,           0.0013814,                   0,           0.0071149,           0.0071149,           0.0071149
                  53,            0.034229,           0.0031676,                   0,             0.91022,             0.77551,              0.8615,             0.51383,            0.022815,           0.0014377,                   0,           0.0070583,           0.0070583,           0.0070583
                  54,            0.034805,           0.0028968,                   0,             0.91562,              0.7449,             0.83867,             0.45348,            0.023389,           0.0014434,                   0,           0.0070017,           0.0070017,           0.0070017
                  55,            0.033356,           0.0029179,                   0,             0.89146,             0.67046,             0.77537,             0.42029,            0.024196,           0.0016246,                   0,           0.0069451,           0.0069451,           0.0069451
                  56,             0.03482,           0.0029276,                   0,             0.93928,             0.78931,             0.87458,             0.53391,            0.022322,           0.0013678,                   0,           0.0068886,           0.0068886,           0.0068886
                  57,            0.034658,           0.0029258,                   0,             0.81296,              0.7551,             0.81399,             0.46726,            0.022259,           0.0014878,                   0,            0.006832,            0.006832,            0.006832
                  58,            0.034442,           0.0028279,                   0,             0.93824,             0.77507,             0.85729,             0.52984,            0.021909,           0.0014192,                   0,           0.0067754,           0.0067754,           0.0067754
                  59,            0.034809,           0.0027842,                   0,             0.92783,             0.83673,             0.88474,             0.53729,            0.022188,           0.0013087,                   0,           0.0067189,           0.0067189,           0.0067189
                  60,            0.033788,           0.0029146,                   0,             0.87418,             0.78571,             0.87274,             0.54149,            0.021495,           0.0013401,                   0,           0.0066623,           0.0066623,           0.0066623
                  61,            0.034279,           0.0027801,                   0,             0.94271,             0.83963,             0.89405,             0.54581,            0.021554,           0.0013118,                   0,           0.0066057,           0.0066057,           0.0066057
                  62,            0.033744,           0.0028671,                   0,             0.89413,             0.86182,             0.89444,             0.55268,            0.020168,           0.0013152,                   0,           0.0065491,           0.0065491,           0.0065491
                  63,            0.033157,           0.0027193,                   0,             0.96708,             0.82653,             0.88435,             0.56838,            0.021016,           0.0012899,                   0,           0.0064926,           0.0064926,           0.0064926
                  64,            0.032573,           0.0028688,                   0,             0.92223,             0.81633,             0.89136,             0.57078,            0.020434,           0.0013089,                   0,            0.006436,            0.006436,            0.006436
                  65,            0.032743,           0.0027356,                   0,             0.92552,             0.76084,              0.8816,             0.51529,            0.021876,           0.0013383,                   0,           0.0063794,           0.0063794,           0.0063794
                  66,            0.033762,           0.0028727,                   0,             0.94349,             0.78571,             0.89612,             0.55543,            0.019911,           0.0012962,                   0,           0.0063229,           0.0063229,           0.0063229
                  67,            0.031622,           0.0025957,                   0,             0.87347,             0.77484,             0.84865,             0.52068,             0.02114,           0.0013918,                   0,           0.0062663,           0.0062663,           0.0062663
                  68,             0.03317,           0.0027288,                   0,             0.96292,             0.79491,             0.88824,             0.55074,             0.02102,           0.0013029,                   0,           0.0062097,           0.0062097,           0.0062097
                  69,            0.032268,           0.0027182,                   0,             0.93001,             0.81354,             0.89231,             0.54276,             0.02219,           0.0012821,                   0,           0.0061531,           0.0061531,           0.0061531
                  70,            0.032472,           0.0026794,                   0,             0.95062,             0.78568,             0.88306,             0.54307,             0.02071,           0.0013594,                   0,           0.0060966,           0.0060966,           0.0060966
                  71,            0.032396,           0.0027442,                   0,             0.94938,             0.76547,             0.89083,             0.56113,            0.019863,           0.0013122,                   0,             0.00604,             0.00604,             0.00604
                  72,             0.03298,           0.0027349,                   0,             0.95812,             0.79592,             0.88259,             0.56314,            0.019428,           0.0012955,                   0,           0.0059834,           0.0059834,           0.0059834
                  73,            0.032294,           0.0028247,                   0,             0.93097,             0.82574,             0.89947,             0.56734,              0.0201,            0.001256,                   0,           0.0059269,           0.0059269,           0.0059269
                  74,            0.031708,           0.0025878,                   0,             0.94206,             0.82961,             0.90134,             0.57908,            0.019689,           0.0012701,                   0,           0.0058703,           0.0058703,           0.0058703
                  75,            0.031434,           0.0027162,                   0,             0.89542,             0.82653,             0.89701,             0.56406,             0.02025,           0.0012691,                   0,           0.0058137,           0.0058137,           0.0058137
                  76,            0.030112,           0.0025321,                   0,             0.93187,             0.83737,              0.8992,             0.57681,            0.020283,           0.0012591,                   0,           0.0057571,           0.0057571,           0.0057571
                  77,            0.031709,           0.0025822,                   0,             0.97164,             0.81633,             0.90249,             0.56748,             0.02036,            0.001266,                   0,           0.0057006,           0.0057006,           0.0057006
                  78,            0.031818,           0.0027206,                   0,             0.96411,             0.82245,             0.90123,                0.58,             0.02027,           0.0012301,                   0,            0.005644,            0.005644,            0.005644
                  79,            0.030037,           0.0026603,                   0,             0.95242,             0.84694,             0.90414,              0.5781,            0.020159,           0.0012096,                   0,           0.0055874,           0.0055874,           0.0055874
                  80,            0.030413,           0.0026182,                   0,             0.91087,             0.83673,             0.90313,             0.58705,            0.019471,           0.0012373,                   0,           0.0055309,           0.0055309,           0.0055309
                  81,            0.030329,           0.0026602,                   0,             0.96032,             0.78571,             0.89579,             0.57935,            0.019359,            0.001248,                   0,           0.0054743,           0.0054743,           0.0054743
                  82,            0.031872,           0.0025972,                   0,               0.901,             0.83581,              0.8963,             0.57755,            0.019571,           0.0011714,                   0,           0.0054177,           0.0054177,           0.0054177
                  83,            0.030515,           0.0025861,                   0,             0.94203,             0.86735,               0.912,             0.58198,            0.020197,           0.0011846,                   0,           0.0053611,           0.0053611,           0.0053611
                  84,             0.02981,           0.0025933,                   0,             0.99002,             0.83673,             0.92096,             0.60806,            0.019375,           0.0011334,                   0,           0.0053046,           0.0053046,           0.0053046
                  85,            0.031416,           0.0026943,                   0,             0.92233,             0.84823,             0.92329,             0.59238,            0.019313,           0.0011872,                   0,            0.005248,            0.005248,            0.005248
                  86,            0.030538,           0.0025307,                   0,             0.92894,             0.86735,             0.92472,             0.58547,            0.019326,            0.001192,                   0,           0.0051914,           0.0051914,           0.0051914
                  87,            0.030437,           0.0024801,                   0,                   1,             0.85223,             0.93461,             0.60084,             0.01932,           0.0011698,                   0,           0.0051349,           0.0051349,           0.0051349
                  88,            0.029205,           0.0025731,                   0,             0.92509,             0.89796,             0.92486,             0.59788,            0.019259,           0.0011854,                   0,           0.0050783,           0.0050783,           0.0050783
                  89,            0.029521,           0.0025533,                   0,             0.94389,             0.85823,             0.91788,             0.59184,            0.020044,           0.0011911,                   0,           0.0050217,           0.0050217,           0.0050217
                  90,            0.028896,           0.0025294,                   0,             0.97765,              0.8928,             0.93095,             0.62341,            0.019318,           0.0011461,                   0,           0.0049651,           0.0049651,           0.0049651
                  91,            0.029165,           0.0025856,                   0,             0.95615,             0.88992,             0.92252,             0.61532,            0.019592,           0.0011686,                   0,           0.0049086,           0.0049086,           0.0049086
                  92,            0.029612,            0.002421,                   0,             0.97842,             0.85714,             0.92368,             0.59451,            0.020145,           0.0011575,                   0,            0.004852,            0.004852,            0.004852
                  93,             0.02953,           0.0024242,                   0,             0.98787,             0.83072,             0.92784,             0.60388,            0.019737,           0.0011686,                   0,           0.0047954,           0.0047954,           0.0047954
                  94,             0.02905,           0.0025243,                   0,             0.98843,             0.87197,             0.91831,             0.60962,            0.019587,           0.0011445,                   0,           0.0047389,           0.0047389,           0.0047389
                  95,            0.029217,           0.0024814,                   0,             0.97787,             0.86735,             0.92218,             0.62083,            0.019425,            0.001185,                   0,           0.0046823,           0.0046823,           0.0046823
                  96,            0.029671,           0.0025169,                   0,             0.97333,             0.87755,             0.91933,             0.61907,            0.019609,           0.0011859,                   0,           0.0046257,           0.0046257,           0.0046257
                  97,            0.028485,           0.0024067,                   0,             0.95513,             0.87755,             0.91761,             0.61555,            0.020013,           0.0011636,                   0,           0.0045691,           0.0045691,           0.0045691
                  98,            0.028942,           0.0024716,                   0,             0.96221,             0.87755,             0.92665,             0.61572,            0.019627,           0.0011427,                   0,           0.0045126,           0.0045126,           0.0045126
                  99,            0.028595,           0.0023625,                   0,             0.92274,             0.89796,             0.92331,             0.61642,            0.019474,           0.0011526,                   0,            0.004456,            0.004456,            0.004456
                 100,            0.028113,           0.0025023,                   0,             0.94592,             0.89242,             0.92655,             0.62491,            0.019058,           0.0011499,                   0,           0.0043994,           0.0043994,           0.0043994
                 101,            0.027626,           0.0024444,                   0,             0.96649,             0.88297,             0.92968,             0.61981,             0.01902,           0.0011443,                   0,           0.0043429,           0.0043429,           0.0043429
                 102,            0.028392,           0.0023738,                   0,             0.92683,             0.88776,             0.92541,             0.63061,             0.01828,           0.0011862,                   0,           0.0042863,           0.0042863,           0.0042863
                 103,            0.027759,           0.0024074,                   0,             0.93479,             0.87773,             0.93375,             0.62103,            0.017724,           0.0012053,                   0,           0.0042297,           0.0042297,           0.0042297
                 104,            0.027471,           0.0023734,                   0,             0.97374,             0.87755,             0.93486,             0.62075,            0.018543,           0.0011861,                   0,           0.0041731,           0.0041731,           0.0041731
                 105,            0.028568,            0.002396,                   0,             0.97445,             0.89796,             0.93285,             0.62248,            0.019005,           0.0011316,                   0,           0.0041166,           0.0041166,           0.0041166
                 106,             0.02703,           0.0024722,                   0,             0.95421,             0.87755,              0.9305,             0.62614,            0.018596,           0.0011191,                   0,             0.00406,             0.00406,             0.00406
                 107,            0.026852,           0.0023203,                   0,             0.95506,             0.86742,             0.92575,             0.61722,            0.018886,           0.0011359,                   0,           0.0040034,           0.0040034,           0.0040034
                 108,            0.027843,           0.0023609,                   0,             0.93511,             0.88233,             0.91909,              0.6097,            0.019274,           0.0011051,                   0,           0.0039469,           0.0039469,           0.0039469
                 109,            0.027995,           0.0023849,                   0,             0.93323,             0.85574,             0.92633,              0.6068,             0.01906,           0.0011098,                   0,           0.0038903,           0.0038903,           0.0038903
                 110,            0.026554,           0.0022739,                   0,             0.92656,             0.90119,             0.92825,              0.6108,            0.019136,           0.0011159,                   0,           0.0038337,           0.0038337,           0.0038337
                 111,            0.028053,           0.0024272,                   0,             0.95529,             0.88776,             0.92321,             0.61892,            0.019154,           0.0011282,                   0,           0.0037771,           0.0037771,           0.0037771
                 112,            0.026533,            0.002292,                   0,             0.94441,             0.86735,             0.92264,             0.61353,            0.018827,           0.0011155,                   0,           0.0037206,           0.0037206,           0.0037206
                 113,            0.027654,           0.0023786,                   0,             0.94331,             0.89796,             0.92821,             0.62131,            0.018473,           0.0011152,                   0,            0.003664,            0.003664,            0.003664
                 114,            0.027604,           0.0024046,                   0,             0.95193,             0.88776,             0.93272,             0.62551,            0.018473,            0.001114,                   0,           0.0036074,           0.0036074,           0.0036074
                 115,            0.027946,           0.0023369,                   0,             0.97726,             0.87714,              0.9274,             0.63014,            0.018706,           0.0010884,                   0,           0.0035509,           0.0035509,           0.0035509
                 116,            0.026628,           0.0022923,                   0,             0.96451,             0.90816,             0.92969,             0.62294,            0.018527,           0.0010855,                   0,           0.0034943,           0.0034943,           0.0034943
                 117,            0.026587,           0.0023256,                   0,             0.98875,             0.89701,             0.93556,             0.62094,            0.018633,            0.001089,                   0,           0.0034377,           0.0034377,           0.0034377
                 118,            0.026366,           0.0024115,                   0,             0.97667,             0.85446,             0.93304,             0.62517,            0.018704,           0.0011126,                   0,           0.0033811,           0.0033811,           0.0033811
                 119,            0.026699,           0.0022683,                   0,             0.98833,             0.86442,             0.93297,             0.63255,            0.018644,           0.0011078,                   0,           0.0033246,           0.0033246,           0.0033246
                 120,            0.025921,           0.0022622,                   0,             0.97611,             0.86735,             0.92386,             0.63293,              0.0187,           0.0011022,                   0,            0.003268,            0.003268,            0.003268
                 121,             0.02637,           0.0022413,                   0,             0.97727,             0.87729,             0.92617,             0.62795,            0.018933,           0.0010765,                   0,           0.0032114,           0.0032114,           0.0032114
                 122,            0.027382,           0.0022788,                   0,              0.9773,             0.87867,             0.92673,             0.63254,            0.018958,           0.0010722,                   0,           0.0031549,           0.0031549,           0.0031549
                 123,            0.026139,            0.002265,                   0,             0.97009,             0.88776,             0.92491,             0.63671,             0.01892,           0.0010714,                   0,           0.0030983,           0.0030983,           0.0030983
                 124,            0.025325,           0.0022666,                   0,             0.98887,             0.90679,             0.93993,             0.63077,            0.018989,            0.001071,                   0,           0.0030417,           0.0030417,           0.0030417
                 125,             0.02473,           0.0021582,                   0,             0.97779,             0.89796,               0.939,             0.62889,             0.01876,           0.0010718,                   0,           0.0029851,           0.0029851,           0.0029851
                 126,             0.02542,           0.0021822,                   0,             0.98873,             0.89543,              0.9353,             0.62795,            0.018532,           0.0010834,                   0,           0.0029286,           0.0029286,           0.0029286
                 127,            0.025282,           0.0022038,                   0,             0.95954,             0.91837,             0.93483,              0.6197,            0.018409,           0.0010933,                   0,            0.002872,            0.002872,            0.002872
                 128,            0.025343,           0.0022026,                   0,             0.96737,             0.90763,             0.93695,             0.61679,            0.018319,           0.0010907,                   0,           0.0028154,           0.0028154,           0.0028154
                 129,            0.026269,            0.002309,                   0,             0.97752,             0.88751,             0.93563,              0.6298,            0.018283,           0.0010902,                   0,           0.0027589,           0.0027589,           0.0027589
                 130,            0.025391,           0.0021607,                   0,             0.97374,             0.87755,             0.93179,             0.62911,            0.018082,           0.0010971,                   0,           0.0027023,           0.0027023,           0.0027023
                 131,            0.025531,           0.0022176,                   0,             0.98845,              0.8735,             0.92951,             0.63389,            0.017988,           0.0011039,                   0,           0.0026457,           0.0026457,           0.0026457
                 132,            0.025315,           0.0022192,                   0,             0.98845,             0.87305,             0.92989,             0.62828,            0.018072,           0.0011064,                   0,           0.0025891,           0.0025891,           0.0025891
                 133,            0.024255,            0.002039,                   0,             0.97713,              0.8719,              0.9312,             0.63158,            0.018118,           0.0011073,                   0,           0.0025326,           0.0025326,           0.0025326
                 134,            0.025006,           0.0022742,                   0,             0.93566,             0.89038,              0.9312,             0.63782,            0.018298,           0.0011096,                   0,            0.002476,            0.002476,            0.002476
                 135,            0.023752,            0.002114,                   0,             0.97439,             0.87755,              0.9317,             0.63222,            0.018494,           0.0011135,                   0,           0.0024194,           0.0024194,           0.0024194
                 136,            0.024792,            0.002097,                   0,             0.97674,             0.87755,              0.9308,             0.62913,            0.018441,           0.0011199,                   0,           0.0023629,           0.0023629,           0.0023629
                 137,              0.0235,           0.0021224,                   0,             0.97751,               0.887,             0.93256,             0.63458,            0.018445,           0.0011132,                   0,           0.0023063,           0.0023063,           0.0023063
                 138,            0.024139,           0.0021983,                   0,             0.97021,             0.89796,             0.93574,             0.63685,            0.018516,           0.0011063,                   0,           0.0022497,           0.0022497,           0.0022497
                 139,            0.024629,           0.0019987,                   0,             0.97031,             0.90816,             0.93676,             0.63439,            0.018543,           0.0010991,                   0,           0.0021931,           0.0021931,           0.0021931
                 140,             0.02327,           0.0020714,                   0,             0.96691,             0.89461,             0.92616,             0.63096,            0.018565,           0.0011005,                   0,           0.0021366,           0.0021366,           0.0021366
                 141,             0.02355,           0.0020299,                   0,              0.9654,             0.89796,             0.92634,             0.63554,            0.018554,           0.0011057,                   0,             0.00208,             0.00208,             0.00208
                 142,            0.023999,           0.0021399,                   0,             0.96424,             0.89796,             0.92559,             0.63602,            0.018492,           0.0011085,                   0,           0.0020234,           0.0020234,           0.0020234
                 143,            0.023239,           0.0020724,                   0,              0.9562,             0.89113,             0.92468,             0.63955,             0.01843,           0.0011119,                   0,           0.0019669,           0.0019669,           0.0019669
                 144,            0.023405,           0.0020449,                   0,             0.96646,             0.88201,             0.92208,              0.6356,            0.018339,           0.0011164,                   0,           0.0019103,           0.0019103,           0.0019103
                 145,            0.022127,           0.0019961,                   0,             0.96662,             0.88641,             0.92102,             0.63671,            0.018318,            0.001117,                   0,           0.0018537,           0.0018537,           0.0018537
                 146,            0.023455,           0.0020344,                   0,             0.96663,              0.8868,             0.92221,             0.63232,            0.018219,           0.0011228,                   0,           0.0017971,           0.0017971,           0.0017971
                 147,            0.023357,           0.0020686,                   0,             0.96489,             0.88776,             0.92135,             0.63878,            0.018207,           0.0011244,                   0,           0.0017406,           0.0017406,           0.0017406
                 148,            0.023902,           0.0020039,                   0,             0.96523,             0.88776,             0.91972,             0.63243,            0.018183,           0.0011194,                   0,            0.001684,            0.001684,            0.001684
                 149,            0.023512,            0.002041,                   0,             0.96456,             0.88776,             0.92131,             0.63861,            0.018118,           0.0011191,                   0,           0.0016274,           0.0016274,           0.0016274
                 150,            0.022094,            0.002034,                   0,             0.95686,             0.90537,              0.9213,             0.63667,            0.018114,           0.0011196,                   0,           0.0015709,           0.0015709,           0.0015709
                 151,            0.021819,           0.0019673,                   0,             0.95683,             0.90464,             0.92256,             0.63391,            0.018109,           0.0011213,                   0,           0.0015143,           0.0015143,           0.0015143
                 152,            0.021929,           0.0019057,                   0,             0.95672,             0.90224,             0.92321,             0.63592,            0.018065,           0.0011207,                   0,           0.0014577,           0.0014577,           0.0014577
                 153,            0.022359,           0.0019891,                   0,             0.95537,             0.89796,             0.92347,             0.63488,             0.01805,           0.0011209,                   0,           0.0014011,           0.0014011,           0.0014011
                 154,             0.02137,           0.0019335,                   0,             0.97775,               0.897,             0.93479,             0.63477,            0.018065,           0.0011238,                   0,           0.0013446,           0.0013446,           0.0013446
                 155,            0.021642,           0.0019783,                   0,             0.96598,             0.88776,             0.92247,             0.63585,             0.01806,           0.0011272,                   0,            0.001288,            0.001288,            0.001288
                 156,            0.022072,           0.0020476,                   0,             0.94591,              0.8923,             0.92102,             0.63426,            0.018038,           0.0011299,                   0,           0.0012314,           0.0012314,           0.0012314
                 157,            0.021832,           0.0019085,                   0,             0.95797,             0.87755,             0.92029,             0.63345,            0.017949,           0.0011307,                   0,           0.0011749,           0.0011749,           0.0011749
                 158,            0.022319,           0.0019707,                   0,             0.95568,             0.88008,             0.92109,             0.63213,            0.017931,           0.0011302,                   0,           0.0011183,           0.0011183,           0.0011183
                 159,            0.020997,           0.0020301,                   0,             0.94433,             0.88776,             0.92068,             0.63719,            0.017974,           0.0011295,                   0,           0.0010617,           0.0010617,           0.0010617
                 160,            0.020833,           0.0018975,                   0,             0.95591,             0.88502,             0.92067,             0.63318,            0.018032,           0.0011283,                   0,           0.0010051,           0.0010051,           0.0010051
                 161,            0.021508,           0.0018785,                   0,             0.95982,             0.87755,             0.92023,             0.63539,             0.01805,            0.001127,                   0,          0.00094857,          0.00094857,          0.00094857
                 162,            0.020735,            0.001913,                   0,             0.95674,             0.87755,             0.91993,             0.63533,            0.018103,            0.001126,                   0,            0.000892,            0.000892,            0.000892
                 163,            0.021394,           0.0019516,                   0,             0.95571,             0.88075,             0.91963,             0.63701,            0.018146,           0.0011241,                   0,          0.00083543,          0.00083543,          0.00083543
                 164,            0.020405,           0.0018304,                   0,             0.96655,             0.88462,              0.9199,             0.63496,             0.01814,           0.0011233,                   0,          0.00077886,          0.00077886,          0.00077886
                 165,            0.019988,           0.0018295,                   0,             0.95925,             0.88776,             0.92061,             0.63124,            0.018124,           0.0011217,                   0,          0.00072229,          0.00072229,          0.00072229
